id,name_short,name,type,sex,origin,genre,language,year,tracks,second_year
SaHa,SaHa,Samantha Harper,1,1,1,99,99,99,99,99
SammyC,SammyC,Sammy Cahn,1,2,2,99,99,99,99,99
Samm,Samm,Sammy Witte,1,99,99,99,99,99,99,99
SamuelD,SamuelD,Samuel Dixon,1,2,8,99,99,99,99,99
SamuelW,SamuelW,Samuel Waermö,1,2,9,99,99,99,99,99
Sand,Sand,Sandy Vee,1,2,5,99,99,99,99,99
SarahHu,SarahHu,Sarah Hudson,1,1,2,99,99,99,99,99
SarahJa,SarahJa,Sarah Jaffe,1,1,2,99,99,99,99,99
Sash,Sash,Sasha Sirota,1,2,2,99,99,99,99,99
Sava,Sava,Savan Kotecha,1,2,2,99,99,99,99,99
SawA,SawA,Saw Arrow,1,99,99,99,99,99,99,99
Sawar,Sawar,Sawara Kouta,1,99,99,99,99,99,99,99
Scho,Scho,Schoolly D,1,2,2,99,99,99,99,99
Scoo,Scoo,Scooter Braun,1,2,99,99,99,99,99,99
Scoot,Scoot,Scootie,1,2,2,99,99,99,99,99
ScottH,ScottH,Scott Hoying,1,2,2,99,99,99,99,99
ScottS,ScottS,Scott Spock,1,2,2,99,99,99,99,99
ScottyWi,ScottyWi,Scotty Wiseman,1,2,2,99,99,99,99,99
ScJo,ScJo,Scram Jones,1,2,2,99,99,99,99,99
Scre,Scre,Screamin Jay Hawkins,1,2,2,99,99,99,99,99
Sean,Sean,Sean D,1,99,99,99,99,99,99,99
Sera,Sera,Serani,1,2,10,99,99,99,99,99
Sevn,Sevn,Sevn Thomas,1,2,7,99,99,99,99,99
SGLe,SGLe,SG Lewis,1,2,1,99,99,99,99,99
Shak,Shak,Shakka Philip,1,2,1,99,99,99,99,99
Shel,Shel,Shellback,1,2,9,99,99,99,99,99
Shep,Shep,Shep Solomon,1,2,2,99,99,99,99,99
SMSu,SMSu,Shin Myeong Su,1,2,10,99,99,99,99,99
Shin,Shin,Shin Tanimoto,1,99,99,99,99,99,99,99
Shing,Shing,Shingo Asari,1,2,10,99,99,99,99,99
Shinno,Shinno,Shinnosuke (buzz-Vibes),1,2,10,99,99,99,99,99
ShoS,ShoS,Sho Sakurai,1,2,10,99,99,99,99,99
Shon,Shon,Shontelle,1,1,10,99,99,99,99,99
SHUN,SHUN,SHUN (JPN),1,2,10,99,99,99,99,99
SHUY,SHUY,SHUYA,1,2,99,99,99,99,99,99
ShyC,ShyC,Shy Carter,1,2,2,99,99,99,99,99
Shyn,Shyn,Shyne,1,2,10,99,99,99,99,99
Sia,Sia,Sia,1,1,8,99,99,99,99,99
SimonAl,SimonAl,Simon Aldred,1,2,1,99,99,99,99,99
SimonF,SimonF,Simon Fung,1,2,1,99,99,99,99,99
SimonGa,SimonGa,Simon Gallup,1,2,1,99,99,99,99,99
SimonJ,SimonJ,Simon Janlöv,1,2,9,99,99,99,99,99
SiMa,SiMa,Simon Mavin,1,2,8,99,99,99,99,99
SINU,SINU,SIN/UNITe,1,99,99,99,99,99,99,99
SirN,SirN,Sir Nolan,1,2,2,99,99,99,99,99
Skri,Skri,Skrillex,1,2,2,99,99,99,99,99
Skyl,Skyl,Skylar Grey,1,1,2,99,99,99,99,99
Sleep,Sleep,Sleep Deez,1,2,2,99,99,99,99,99
Slee,Slee,Sleepy Brown,1,2,2,99,99,99,99,99
Slic,Slic,Slick Rick,1,2,2,99,99,99,99,99
Slim,Slim,Slim Jxmmi,1,2,2,99,99,99,99,99
SRab,SRab,Slow Rabbit,1,2,10,99,99,99,99,99
Smok,Smok,Smokey Robinson,1,2,2,99,99,99,99,99
Sniz,Sniz,Snizzy,1,99,99,99,99,99,99,99
SoFL,SoFL,SoFLY,1,2,5,99,99,99,99,99
Solu,Solu,Soluna (JPN),1,99,99,99,99,99,99,99
SJKy,SJKy,Song Jae Kyung,1,2,10,99,99,99,99,99
SoEx,SoEx,Songs of Experience by U2,2,55,55,4,1,2017,13,55
Sool,Sool,Sool Got Hits,1,2,99,99,99,99,99,99
Soul,Soul,Soulja Boy,1,2,2,99,99,99,99,99
Soundz,Soundz,Soundz,1,2,2,99,99,99,99,99
Sounw,Sounw,Sounwave,1,2,2,99,99,99,99,99
Sout,Sout,Southside,1,2,2,99,99,99,99,99
SQUA,SQUA,SQUAREF,1,99,99,99,99,99,99,99
StVi,StVi,St. Vincent,1,1,2,99,99,99,99,99
Stac,Stac,Stacy Barthe,1,1,2,99,99,99,99,99
StGr,StGr,Stan Graham,1,2,2,99,99,99,99,99
StanVi,StanVi,Stan Vincent,1,2,2,99,99,99,99,99
Stat,Stat,Static Major,1,2,2,99,99,99,99,99
Stef,Stef,Stefan Johnson,1,2,2,99,99,99,99,99
Stell,Stell,Stella Jang,1,1,10,99,99,99,99,99
Step,Step,Stephan Moccio,1,2,7,99,99,99,99,99
StephenHa,StephenHa,Stephen Hacker,1,2,99,99,99,99,99,99
ster,ster,stereograph (JPN),1,99,10,99,99,99,99,99
Aoki,Aoki,Steve Aoki,1,2,2,99,99,99,99,99
SteveDa,SteveDa,Steve Daly,1,2,1,99,99,99,99,99
StEa,StEa,Steve Earle,1,2,2,99,99,99,99,99
SteveGu,SteveGu,Steve Guess,1,2,99,99,99,99,99,99
Stev,Stev,Steve James,1,2,2,99,99,99,99,99
StLa,StLa,Steve Lacy,1,2,2,99,99,99,99,99
SteveMa,SteveMa,Steve Mac,1,2,1,99,99,99,99,99
SteveNe,SteveNe,Steve Nelson,1,2,2,99,99,99,99,99
SteveRo,SteveRo,Steve Robson,1,2,1,99,99,99,99,99
SteveWy,SteveWy,Steve Wyreman,1,2,99,99,99,99,99,99
StevenSa,StevenSa,Steven Sater,1,2,2,99,99,99,99,99
StAn,StAn,Stig Anderson,1,2,9,99,99,99,99,99
Stor,Stor,Stormzy,1,2,1,99,99,99,99,99
STRA,STRA,STRAY SHEEP by Kenshi Yonezu,2,55,55,12,6,2020,15,55
STRE,STRE,STREETRUNNER,1,2,2,99,99,99,99,99
Stwo,Stwo,Stwo,1,2,5,99,99,99,99,99
SUGA,SUGA,SUGA,1,2,10,99,99,99,99,99
SugaS,SugaS,Suga Shikao,1,2,10,99,99,99,99,99
Summ,Summ,Summer Walker,1,2,2,99,99,99,99,99
SunR,SunR,Sun Ra,1,2,2,99,99,99,99,99
Supa,Supa,Supa Dups,1,2,10,99,99,99,99,99
SBoi,SBoi,Supreme Boi,1,2,10,99,99,99,99,99
Swae,Swae,Swae Lee,1,2,2,99,99,99,99,99
SwAl,SwAl,Swish Allnet,1,2,2,99,99,99,99,99
SZA,SZA,SZA,1,1,2,99,99,99,99,99
TMin,TMin,T-Minus,1,2,7,99,99,99,99,99
TPai,TPai,T-Pain,1,2,2,99,99,99,99,99
TI,TI,T.I.,1,2,2,99,99,99,99,99
Tada,Tada,Tada Shinya,1,2,10,99,99,99,99,99
Tain,Tain,Tainy,1,2,10,99,99,99,99,99
Taka,Taka,Takashi Miura,1,2,10,99,99,99,99,99
Take,Take,Take Me Home by One Direction,2,55,55,1,1,2012,13,55
Takehi,Takehi,Takehiko Iida,1,2,10,99,99,99,99,99
TAKES,TAKES,TAKESHI (bewiN),1,2,10,99,99,99,99,99
Takesh,Takesh,Takeshi Aida,1,2,10,99,99,99,99,99
Taku,Taku,Taku Yoshioka,1,2,10,99,99,99,99,99
Takuy,Takuy,Takuya Harada,1,99,99,99,99,99,99,99
Talk,Talk,Talk That Talk by Rihanna,2,55,55,1,1,2011,11,55
TTHa,TTHa,"Tameka ""Tiny"" Harris",1,1,2,99,99,99,99,99
Tats,Tats,Tatsuro Yamashita,1,2,10,99,99,99,99,99
Travish,Travish,Tavish Graham,1,99,99,99,99,99,99,99
TayKe,TayKe,Tay Keith,1,2,2,99,99,99,99,99
Tayla,Tayla,Tayla Parx,1,1,2,99,99,99,99,99
Tayl,Tayl,Taylor Swift,1,1,2,99,99,99,99,99
TBHi,TBHi,TBHits,1,2,2,99,99,99,99,99
Tcha,Tcha,Tchami,1,2,5,99,99,99,99,99
Tebe,Tebe,Tebey,1,2,7,99,99,99,99,99
Tech,Tech,Tech N9ne,1,2,2,99,99,99,99,99
TedDw,TedDw,Ted Dwane,1,2,1,99,99,99,99,99
Tedd,Tedd,Teddy Geiger,1,1,2,99,99,99,99,99
TeddyS,TeddyS,Teddy Sky,1,2,10,99,99,99,99,99
TeWa,TeWa,Teddy Walton,1,2,2,99,99,99,99,99
TeMa,TeMa,Terrace Martin,1,2,2,99,99,99,99,99
Terr,Terr,Terrance Stubbs,1,2,2,99,99,99,99,99
ThaC,ThaC,Tha Carter IV by Lil Wayne,2,55,55,2,1,2011,15,55
Than,Than,"Thank u, next by Ariana Grande",2,55,55,1,2,2019,12,55
The2,The2,The 20/20 Experience by Justin Timberlake,2,55,55,1,1,2013,12,55
TheAl,TheAl,The Alchemist,1,2,2,99,99,99,99,99
TheB,TheB,The Beat Bully,1,2,2,99,99,99,99,99
TheEdg,TheEdg,The Edge,1,2,10,99,99,99,99,99
TheE,TheE,The Endless River by Pink Floyd,2,55,55,4,1,2014,18,55
TGrS,TGrS,The Greatest Showman Original Motion Picture Soundtrack,2,55,55,12,1,2018,22,55
TheK,TheK,The KristoMan,1,2,10,99,99,99,99,99
TheM,TheM,The Marshall Mathers LP2 by Eminem,2,55,55,2,1,2013,16,55
TheNo,TheNo,The Notorious B.I.G,1,2,2,99,99,99,99,99
ToIA,ToIA,The Thrill of It All by Sam Smith,2,55,55,1,1,2017,10,55
TheT,TheT,The Truth About Love by P!nk,2,55,55,1,1,2012,13,55
TheW,TheW,The Weeknd,1,2,7,99,99,99,99,99
TheD,TheD,The-Dream,1,2,2,99,99,99,99,99
Ther,Ther,Theron Thomas,1,2,2,99,99,99,99,99
ThomasB,ThomasB,Thomas Bangalter,1,2,5,99,99,99,99,99
ThomasBr,ThomasBr,Thomas Brenneck,1,2,2,99,99,99,99,99
Thoma,Thoma,Thomas Raybould,1,99,99,99,99,99,99,99
ThomasT,ThomasT,Thomas Troelsen,1,2,10,99,99,99,99,99
Till,Till,Till Lindermann,1,2,3,99,99,99,99,99
TimG,TimG,Tim Gomringer,1,2,3,99,99,99,99,99
TiJa,TiJa,Tim James,1,2,2,99,99,99,99,99
TimLa,TimLa,Tim Larcombe,1,2,1,99,99,99,99,99
TimMi,TimMi,Tim Miner,1,2,2,99,99,99,99,99
TimS,TimS,Tim Staffell,1,2,1,99,99,99,99,99
TiSu,TiSu,Tim Suby,1,2,2,99,99,99,99,99
Timb,Timb,Timbaland,1,2,2,99,99,99,99,99
Timm,Timm,Timmy Thomas,1,2,2,99,99,99,99,99
Timo,Timo,Timothy Thomas,1,2,2,99,99,99,99,99
Titl,Titl,Title by Meghan Trainor,2,55,55,1,1,2015,15,55
TMS,TMS,TMS,1,99,1,99,99,99,99,99
ToBe,ToBe,To Be Loved by Michael Bublé,2,55,55,1,1,2013,14,55
Tobi,Tobi,Tobias Jesso Jr.,1,2,7,99,99,99,99,99
TobyG,TobyG,Toby Gad,1,2,3,99,99,99,99,99
TobySm,TobySm,Toby Smith,1,2,1,99,99,99,99,99
Todd,Todd,Todd Carey,1,2,2,99,99,99,99,99
ToddEd,ToddEd,Todd Edwards,1,2,2,99,99,99,99,99
TomB,TomB,Tom Barnes,1,2,1,99,99,99,99,99
TomFl,TomFl,Tom Fletcher,1,2,1,99,99,99,99,99
TomJa,TomJa,Tom Jackson,1,2,7,99,99,99,99,99
TomMe,TomMe,Tom Meredith,1,2,99,99,99,99,99,99
TomP,TomP,Tom Petty,1,2,2,99,99,99,99,99
TomS,TomS,Tom Strahle,1,2,99,99,99,99,99,99
ToSt,ToSt,Tom Sturges,1,2,5,99,99,99,99,99
TomW,TomW,Tom Wiklund,1,99,99,99,99,99,99,99
ToCh,ToCh,Tommy Chong,1,2,2,99,99,99,99,99
TommyLe,TommyLe,Tommy Lee James,1,2,2,99,99,99,99,99
TommyP.G,TommyP.G,Tommy P. Gregersen,1,2,99,99,99,99,99,99
TommyPa,TommyPa,Tommy Parker,1,2,2,99,99,99,99,99
TonyMi,TonyMi,Tony Mitchell,1,2,8,99,99,99,99,99
Tony,Tony,Tony Springer,1,2,10,99,99,99,99,99
TooSh,TooSh,TooShort,1,2,2,99,99,99,99,99
ToDa,ToDa,Top Dawg,1,2,2,99,99,99,99,99
TorE,TorE,Tor Erik Hermansen,1,2,10,99,99,99,99,99
Tour,Tour,Tourist,1,2,1,99,99,99,99,99
Tove,Tove,Tove Lo,1,1,9,99,99,99,99,99
Trac,Trac,Traci Hale,1,1,2,99,99,99,99,99
Trad,Trad,Traditional,1,99,99,99,99,99,99,99
Trav,Trav,Travis Sayles,1,2,99,99,99,99,99,99
TravisSc,TravisSc,Travis Scott,1,2,2,99,99,99,99,99
Trea,Trea,Treach,1,2,2,99,99,99,99,99
TLJr,TLJr,Trevor Lawrence Jr,1,2,2,99,99,99,99,99
Tric,Tric,Tricky Stewart,1,2,2,99,99,99,99,99
Troy,Troy,Troye Sivan,1,2,10,99,99,99,99,99
TSUK,TSUK,TSUKASA,1,99,99,99,99,99,99,99
Tush,Tush,Tushar Apte,1,2,8,99,99,99,99,99
Twis,Twis,Twista,1,2,2,99,99,99,99,99
TwoI,TwoI,Two Inch Punch,1,2,1,99,99,99,99,99
TylerA,TylerA,Tyler Armes,1,2,2,99,99,99,99,99
TyJo,TyJo,Tyler Johnson,1,2,2,99,99,99,99,99
Tyle,Tyle,Tyler Joseph,1,2,2,99,99,99,99,99
TyKe,TyKe,Tyrone Kelsie,1,1,2,99,99,99,99,99
Unap,Unap,Unapologetic by Rihanna,2,55,55,1,1,2012,14,55
Unde,Unde,Under the Mistletoe by Justin Bieber,2,55,55,13,1,2011,11,55
Unor,Unor,Unorthodox Jukebox by Bruno Mars,2,55,55,1,1,2013,10,55
UpAl,UpAl,Up All Night by One Direction,2,55,55,1,1,2012,13,55
UPSA,UPSA,UPSAHL,1,1,2,99,99,99,99,99
Ursu,Ursu,Ursula Yancy,1,2,2,99,99,99,99,99
V,V,V (BTS),1,2,10,99,99,99,99,99
ValB,ValB,Val Blatvatnik,1,99,99,99,99,99,99,99
ValerieSi,ValerieSi,Valerie Simpson,1,1,2,99,99,99,99,99
Vict,Vict,Victoria Monét,1,1,2,99,99,99,99,99
View,View,Views by Drake,2,55,55,2,1,2016,20,55
VinRo,VinRo,Vin Rock,1,2,2,99,99,99,99,99
Vince,Vince,Vince Nantes,1,2,2,99,99,99,99,99
VincentB,VincentB,Vincent Berry II,1,2,2,99,99,99,99,99
VincentD,VincentD,Vincent DeGiorgio,1,2,7,99,99,99,99,99
VincentPo,VincentPo,Vincent Pontare,1,2,9,99,99,99,99,99
VincentS,VincentS,Vincent Stein (Beatzarre),1,2,3,99,99,99,99,99
Vinn,Vinn,Vinny Venditto,1,2,2,99,99,99,99,99
Viny,Viny,Vinylz,1,2,2,99,99,99,99,99
Vory,Vory,Vory,1,2,2,99,99,99,99,99
Voyc,Voyc,Voyce,1,2,3,99,99,99,99,99
WallyBr,WallyBr,Wally Bryson,1,2,2,99,99,99,99,99
WalterAf,WalterAf,Walter Afanasieff,1,2,10,99,99,99,99,99
WalterKe,WalterKe,Walter Kent,1,2,2,99,99,99,99,99
WalterMu,WalterMu,Walter Murphy,1,2,2,99,99,99,99,99
WalterRo,WalterRo,Walter Rollins,1,2,2,99,99,99,99,99
watt,watt,watt,1,2,2,99,99,99,99,99
WayneHe,WayneHe,Wayne Hector,1,2,1,99,99,99,99,99
WayneSe,WayneSe,Wayne Sermon,1,2,2,99,99,99,99,99
Wend,Wend,Wendy Rene,1,1,1,99,99,99,99,99
WHEN,WHEN,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2,55,55,5,1,2019,14,2020
WillC,WillC,Will Champion,1,2,1,99,99,99,99,99
WillChampl,WillChampl,Will Champlin,1,2,2,99,99,99,99,99
william,william,will i am,1,2,2,99,99,99,99,99
Will,Will,Wille Erik Hugo Tannergard,1,99,99,99,99,99,99,99
WilliamAt,WilliamAt,William Attaway,1,2,2,99,99,99,99,99
WilliamY,WilliamY,William Young,1,2,99,99,99,99,99,99
Willi,Willi,Willie Dixon,1,2,2,99,99,99,99,99
WillyWi,WillyWi,Willy Will,1,2,2,99,99,99,99,99
Wins,Wins,Winston Marshall,1,2,1,99,99,99,99,99
Wizk,Wizk,Wizkid,1,2,10,99,99,99,99,99
Wolf,Wolf,Wolfgang Düren,1,2,3,99,99,99,99,99
wond,wond,wonder note (JPN),1,99,99,99,99,99,99,99
Wonde,Wonde,Wonderland,1,99,99,99,99,99,99,99
Worl,Worl,Worldwide Fresh,1,99,99,99,99,99,99,99
x,x,x by Ed Sheeran,2,55,55,1,1,2014,12,2015
YEBB,YEBB,YEBBA,1,1,2,99,99,99,99,99
Yode,Yode,Yodelice,1,2,5,99,99,99,99,99
Yoji,Yoji,Yoji Kubota,1,2,10,99,99,99,99,99
Yojir,Yojir,Yojiro Noda,1,2,10,99,99,99,99,99
YoGu,YoGu,Yoon Guitar,1,2,10,99,99,99,99,99
Yosh,Yosh,Yoshitaka Taira,1,2,10,99,99,99,99,99
YoungFy,YoungFy,Young Fyre,1,2,2,99,99,99,99,99
YoMC,YoMC,Young MC,1,2,1,99,99,99,99,99
YoungTh,YoungTh,Young Thug,1,2,2,99,99,99,99,99
Yout,Yout,Youth case,1,99,99,99,99,99,99,99
youw,youw,youwhich,1,2,10,99,99,99,99,99
YuNa,YuNa,Yukimi Nagano,1,1,9,99,99,99,99,99
YungE,YungE,Yung Exclusive,1,2,2,99,99,99,99,99
Yung,Yung,Yung Ladd,1,2,2,99,99,99,99,99
Yusu,Yusu,Yusuke Kato,1,2,10,99,99,99,99,99
Yuta,Yuta,Yuta Bandoh,1,2,10,99,99,99,99,99
YuYa,YuYa,Yutaka Yamada,1,2,10,99,99,99,99,99
Zaca,Zaca,Zacari,1,2,2,99,99,99,99,99
ZAYN,ZAYN,ZAYN,1,2,1,99,99,99,99,99
Zedd,Zedd,Zedd,1,2,10,99,99,99,99,99
